Operateur;2G;3G;4G;city
SFR;1;1;0;brette-les-pins
Orange;1;1;1;gençay
SFR;1;1;1;gençay
Bouygue;1;1;1;gençay
Free;0;1;1;chasseneuil-sur-bonnieure
Bouygue;1;1;1;chasseneuil-sur-bonnieure
SFR;1;1;1;chasseneuil-sur-bonnieure
Orange;1;1;1;chasseneuil-sur-bonnieure
Orange;0;1;0;saint-séverin-d'estissac
Bouygue;1;1;0;saint-séverin-d'estissac
SFR;1;1;0;saint-séverin-d'estissac
Free;0;1;0;saint-séverin-d'estissac
SFR;1;1;0;bergerac
Orange;0;1;1;marigny-brizay
Orange;1;1;1;marolles-les-braults
SFR;1;1;1;marolles-les-braults
Bouygue;1;1;0;château-garnier
Orange;1;1;0;château-garnier
SFR;1;1;0;château-garnier
Free;0;1;0;château-garnier
Bouygue;1;1;1;marolles-les-braults
Free;0;1;1;marolles-les-braults
Orange;0;1;1;saint-genest-d'ambière
Orange;0;1;1;scorbé-clairvaux
Bouygue;1;0;0;saint-vincent-de-lamontjoie
SFR;1;1;1;saint-georges-lès-baillargeaux
Free;0;1;1;saint-georges-lès-baillargeaux
Bouygue;1;1;1;saint-georges-lès-baillargeaux
Orange;1;1;0;saint-georges-lès-baillargeaux
Bouygue;1;1;1;champagné
Orange;1;1;1;neuvic
Orange;0;1;1;colombiers
Orange;1;1;1;mareuil
Bouygue;1;1;1;mareuil
Free;0;1;0;mareuil
Bouygue;1;1;1;montréjeau
SFR;1;1;1;montréjeau
SFR;1;1;1;mareuil
Orange;1;1;1;auch
Orange;1;1;0;lavernat
Free;0;1;1;auch
Bouygue;1;1;1;razines
SFR;1;1;1;razines
Bouygue;1;1;1;lourties-monbrun
Bouygue;1;1;1;lavernat
SFR;1;1;1;lavernat
Free;0;1;1;rogerville
SFR;1;1;1;lourties-monbrun
Bouygue;1;1;0;chalange
Free;0;1;0;chalange
Orange;1;1;0;chalange
SFR;1;1;0;chalange
Bouygue;1;1;1;auch
Orange;1;1;0;langeais
SFR;1;1;1;auch
SFR;1;1;0;langeais
Bouygue;1;0;0;dissay
SFR;1;1;0;nouaillé-maupertuis
Bouygue;1;1;1;saint-aventin
Bouygue;1;1;1;gainneville
Free;0;1;1;gainneville
Free;0;1;1;champagné
Orange;1;1;0;champagné
Orange;1;1;0;rivière-saint-sauveur
Orange;1;1;1;saint-aventin
SFR;1;1;0;saint-aventin
Bouygue;1;1;1;rogerville
Orange;1;1;0;saint-astier
Bouygue;1;1;0;saint-astier
SFR;1;1;0;saint-astier
Free;0;1;0;saint-astier
SFR;1;1;0;champagné
Orange;1;1;0;dissay
Free;0;1;0;dissay
Free;0;1;1;neuvic
Bouygue;1;1;1;neuvic
SFR;1;1;1;neuvic
Orange;1;1;1;montréjeau
Bouygue;1;1;1;gacé
Bouygue;1;1;1;saint-martin-de-mailloc
SFR;1;1;1;saint-martin-de-mailloc
SFR;1;1;1;gacé
Free;0;1;1;gacé
Bouygue;1;1;1;bordeaux-saint-clair
SFR;1;1;1;bordeaux-saint-clair
Orange;1;1;0;sédeilhac
Bouygue;1;1;0;sédeilhac
Free;0;1;0;sédeilhac
Orange;1;1;0;saint-martin-de-mailloc
SFR;1;1;1;gainneville
Bouygue;1;1;1;criquetot-l'esneval
Orange;1;1;0;cercles
SFR;1;1;0;cercles
Free;0;1;0;cercles
Free;0;1;0;criquetot-l'esneval
Bouygue;1;1;0;braslou
SFR;1;1;0;braslou
Free;0;1;0;braslou
Orange;1;1;0;braslou
Orange;1;1;0;criquetot-l'esneval
SFR;1;1;1;criquetot-l'esneval
Bouygue;1;1;1;monbazillac
Free;0;1;1;monbazillac
Orange;1;1;1;monbazillac
SFR;1;1;1;monbazillac
SFR;1;1;0;sédeilhac
Orange;1;1;1;saint-laurent-de-brèvedent
Orange;1;1;0;ablon
SFR;1;1;1;blangy-le-château
Bouygue;1;1;1;blangy-le-château
Orange;1;1;0;oudalle
Orange;1;1;1;laplume
SFR;1;1;0;laplume
Orange;1;1;0;sillé-le-philippe
SFR;1;1;1;scorbé-clairvaux
Bouygue;1;1;1;scorbé-clairvaux
Free;0;1;0;scorbé-clairvaux
SFR;1;1;1;rogerville
Orange;1;1;1;montpezat
Orange;1;0;0;betbèze
SFR;1;1;1;montamisé
Bouygue;1;1;1;montamisé
Bouygue;1;1;0;prayssas
Bouygue;1;1;1;oudalle
SFR;1;1;1;oudalle
SFR;1;1;1;prayssas
SFR;1;1;1;montagrier
Bouygue;1;1;1;montagrier
Bouygue;1;1;1;bagnères-de-luchon
SFR;1;1;1;bagnères-de-luchon
SFR;1;1;1;saint-benoît-d'hébertot
Bouygue;1;1;1;saint-benoît-d'hébertot
SFR;1;1;1;saint-sornin
Bouygue;1;1;1;saint-sornin
Bouygue;1;1;1;champ-haut
SFR;1;1;1;champ-haut
SFR;1;0;0;saint-mars-la-brière
Bouygue;1;1;1;saint-mars-la-brière
SFR;1;1;1;cléré-les-pins
Bouygue;1;1;0;cléré-les-pins
Free;0;1;0;cléré-les-pins
SFR;1;1;1;beaumont
Bouygue;1;1;1;beaumont
Orange;1;1;0;champ-haut
Orange;1;1;0;beaumont
Orange;1;1;1;sandouville
Orange;0;1;1;thuré
Orange;0;1;1;saint-corneille
Free;0;1;1;bergerac
Orange;1;0;0;bagnères-de-luchon
Orange;0;1;0;cazarilh
SFR;1;1;0;cazarilh
Free;0;1;0;cazarilh
SFR;1;1;0;brax
Bouygue;1;1;1;saint-léon-sur-l'isle
SFR;1;1;1;saint-léon-sur-l'isle
Orange;1;1;1;brax
Bouygue;1;1;1;langeais
SFR;0;1;0;sandouville
Bouygue;1;1;1;souvigné
SFR;1;1;0;souvigné
Orange;1;1;0;souvigné
SFR;1;1;1;saint-léger-sur-sarthe
Orange;1;1;0;saint-léger-sur-sarthe
Bouygue;1;1;1;saint-léger-sur-sarthe
Bouygue;1;1;1;vergetot
Orange;1;1;1;montamisé
SFR;1;1;1;vergetot
Bouygue;1;1;1;laplume
SFR;1;1;1;saint-denis-de-mailloc
Bouygue;1;1;1;courtonne-la-meurdrac
Free;0;1;1;langeais
Orange;1;1;1;saint-mars-la-brière
Orange;0;1;0;vallereuil
Bouygue;1;1;0;vallereuil
SFR;1;1;0;vallereuil
Free;0;1;0;vallereuil
Orange;1;1;0;maurens
SFR;1;1;0;maurens
Free;0;1;0;maurens
Orange;1;1;1;brizay
Orange;1;1;1;saint-andré-d'hébertot
SFR;1;1;0;parigné-l'évêque
Bouygue;1;0;1;parigné-l'évêque
Free;0;1;0;parigné-l'évêque
Orange;1;1;1;parigné-l'évêque
Bouygue;1;1;1;seissan
SFR;1;1;1;seissan
Orange;0;1;1;saint-mamet
Bouygue;1;1;1;saint-longis
SFR;1;1;1;saint-longis
Free;0;1;1;saint-longis
SFR;1;1;1;dissay
Free;0;1;1;saint-claud
Bouygue;1;1;1;hermival-les-vaux
SFR;1;1;1;hermival-les-vaux
Orange;1;0;0;saint-aquilin
Free;0;1;1;saint-mars-la-brière
Orange;1;1;0;benest
SFR;1;1;0;benest
Free;0;1;0;benest
Bouygue;1;1;1;chaumont
SFR;1;1;1;chaumont
Free;0;1;0;pavie
SFR;0;1;0;nizan-gesse
Free;0;1;0;nizan-gesse
Orange;1;1;0;nizan-gesse
Bouygue;1;1;1;pavie
SFR;1;1;1;pavie
Orange;1;1;1;montbron
Free;0;1;1;montbron
Bouygue;1;1;1;montbron
SFR;1;1;1;montbron
Orange;0;1;1;saint-gervais-les-trois-clochers
Orange;1;1;0;montfort-le-gesnois
Bouygue;1;1;1;nouaillé-maupertuis
SFR;1;1;1;labroquère
Bouygue;1;1;1;labroquère
Free;0;1;1;brullemail
Orange;1;1;0;chatain
SFR;1;1;0;chatain
Free;0;1;0;chatain
Orange;1;1;0;labroquère
Orange;1;1;1;tocane-saint-apre
Orange;1;1;1;masseube
Orange;1;1;0;saint-hilaire-d'estissac
SFR;1;1;0;saint-hilaire-d'estissac
Free;0;1;0;saint-hilaire-d'estissac
Free;0;1;1;masseube
SFR;1;1;0;torcé-en-vallée
Orange;1;1;0;saint-cyr
Bouygue;1;1;1;saint-cyr
SFR;1;1;1;saint-cyr
Free;0;1;1;saint-cyr
Bouygue;1;1;1;valorbiquet
SFR;1;1;1;valorbiquet
Orange;1;1;0;saint-evroult-de-montfort
SFR;1;1;0;mazières-de-touraine
Free;0;1;0;mazières-de-touraine
Bouygue;1;1;1;thuré
SFR;1;1;1;thuré
Bouygue;1;1;1;roquelaure
Orange;1;1;0;roquelaure
SFR;1;1;1;roquelaure
Orange;0;0;1;creysse
Orange;1;1;1;mazières-de-touraine
Bouygue;1;1;1;mazières-de-touraine
Orange;0;1;0;souffrignac
Bouygue;1;1;0;souffrignac
SFR;1;1;0;souffrignac
Free;0;1;0;souffrignac
Orange;1;1;0;saint-claud
Bouygue;1;1;1;saint-claud
SFR;1;1;1;saint-claud
Orange;1;1;1;saint-léon-sur-l'isle
Orange;1;1;0;sap-en-auge
Orange;1;1;0;saint-julien-l'ars
Bouygue;1;1;1;verneuil-le-château
SFR;1;1;1;verneuil-le-château
Free;0;1;0;épretot
Orange;1;1;1;épretot
Orange;1;1;0;nieuil-l'espoir
Bouygue;1;1;1;épretot
SFR;1;1;1;épretot
SFR;1;1;1;île-bouchard
Bouygue;1;1;1;saint-julien-l'ars
SFR;1;1;1;saint-julien-l'ars
Bouygue;1;1;1;île-bouchard
Free;0;1;1;île-bouchard
SFR;1;1;1;yport
Free;0;1;1;yport
Bouygue;1;1;1;yport
Free;0;1;1;montfort-le-gesnois
Bouygue;1;1;1;montfort-le-gesnois
SFR;1;1;1;montfort-le-gesnois
Orange;1;1;0;beuzeville
Bouygue;1;1;1;saint-perdoux
SFR;1;1;1;saint-perdoux
Orange;1;1;0;château-du-loir
SFR;1;1;1;courtonne-les-deux-églises
Bouygue;1;1;1;courtonne-les-deux-églises
Orange;1;1;1;mamers
SFR;1;1;1;pinel-hauterive
Free;0;1;1;colayrac-saint-cirq
SFR;1;1;0;colayrac-saint-cirq
Bouygue;1;1;1;pinel-hauterive
Orange;0;1;1;mondion
Bouygue;1;1;0;vitrac-saint-vincent
Orange;0;1;0;vitrac-saint-vincent
SFR;1;1;0;vitrac-saint-vincent
Free;0;1;0;vitrac-saint-vincent
Orange;1;1;1;clarac
SFR;1;1;1;mamers
Bouygue;1;1;1;mamers
Bouygue;1;1;1;suaux
SFR;1;1;1;suaux
Orange;0;1;1;lombron
Orange;1;1;1;marolles
Orange;1;1;1;yport
Bouygue;1;1;1;aubiac
SFR;1;1;1;aubiac
Orange;1;1;0;saint-vigor-d'ymonville
SFR;1;1;1;creysse
SFR;1;1;0;grand-brassac
Bouygue;1;1;1;creysse
Orange;1;1;0;grand-brassac
Bouygue;1;1;0;grand-brassac
Free;0;1;0;grand-brassac
Orange;1;1;0;suaux
Orange;1;1;0;cuing
Bouygue;1;1;0;cuing
Free;0;1;0;cuing
SFR;1;1;0;cuing
Bouygue;1;1;0;beaumont-pied-de-bœuf
SFR;1;1;0;beaumont-pied-de-bœuf
Free;0;1;0;beaumont-pied-de-bœuf
Bouygue;1;1;1;saint-secondin
SFR;1;1;1;saint-secondin
Orange;1;1;1;ornézan
Free;0;1;1;souvigné
Orange;0;1;0;rudeau-ladosse
Bouygue;1;1;0;rudeau-ladosse
SFR;1;1;0;rudeau-ladosse
Free;0;1;0;rudeau-ladosse
Bouygue;1;1;0;château-du-loir
SFR;1;1;1;étainhus
Bouygue;1;1;1;étainhus
Bouygue;1;1;1;ardenay-sur-mérize
SFR;0;0;1;ardenay-sur-mérize
Bouygue;1;1;0;cheillé
Free;0;1;1;valorbiquet
Orange;0;1;0;connezac
Bouygue;1;1;0;connezac
Free;0;1;0;connezac
SFR;1;1;0;connezac
SFR;1;1;0;cheillé
Orange;1;1;1;cheillé
Free;0;1;1;cheillé
Orange;1;1;1;saint-romain-de-colbosc
Bouygue;1;1;0;ambillou
Free;0;1;0;ambillou
SFR;1;1;1;ambillou
Orange;1;1;1;vouvray-sur-loir
SFR;1;1;1;boulogne-sur-gesse
SFR;1;1;0;vouvray-sur-loir
Bouygue;1;1;1;vouvray-sur-loir
Bouygue;1;1;1;briosne-lès-sables
Free;0;1;1;briosne-lès-sables
Bouygue;1;1;0;boulogne-sur-gesse
Free;0;1;1;boulogne-sur-gesse
SFR;1;1;0;briosne-lès-sables
SFR;1;1;1;froberville
Bouygue;1;1;1;froberville
Free;0;1;1;sainte-livrade-sur-lot
Bouygue;1;1;1;sainte-livrade-sur-lot
SFR;0;0;1;sainte-livrade-sur-lot
Orange;1;1;0;montagnac-la-crempse
SFR;1;1;0;montagnac-la-crempse
Free;0;1;0;montagnac-la-crempse
Orange;0;1;0;varaignes
Bouygue;1;1;0;varaignes
SFR;1;1;0;varaignes
Free;0;1;0;varaignes
Bouygue;1;1;1;saint-vigor-d'ymonville
SFR;1;1;1;saint-vigor-d'ymonville
Bouygue;1;0;1;marolles
Free;0;1;1;marolles
Orange;1;1;1;pavie
Orange;1;1;1;moyaux
SFR;1;1;1;passage
Bouygue;1;1;1;passage
Bouygue;1;1;1;auterive
Orange;1;1;1;naintré
SFR;1;1;1;auterive
Orange;1;1;1;sainte-livrade-sur-lot
SFR;1;1;1;saint-laurent-de-céris
Bouygue;1;1;1;saint-laurent-de-céris
Bouygue;1;1;1;saint-romain-de-colbosc
SFR;1;1;1;saint-romain-de-colbosc
Free;0;1;1;saint-romain-de-colbosc
Orange;1;1;0;monferran-plavès
SFR;1;1;0;monferran-plavès
Free;0;1;0;monferran-plavès
Orange;1;1;0;ardenay-sur-mérize
Orange;0;1;0;monsec
SFR;1;1;0;monsec
Free;0;1;0;monsec
Orange;0;1;1;passage
Free;0;1;1;passage
Bouygue;1;1;1;saint-pierre-de-cormeilles
Free;0;1;1;saint-pierre-de-cormeilles
Orange;1;1;0;saint-pierre-de-cormeilles
SFR;1;1;1;saint-pierre-de-cormeilles
Orange;0;1;0;campsegret
Bouygue;1;1;0;campsegret
SFR;0;1;0;campsegret
Free;0;1;0;campsegret
Orange;0;1;0;manzac-sur-vern
Bouygue;1;1;0;manzac-sur-vern
Free;0;1;0;manzac-sur-vern
SFR;1;1;0;manzac-sur-vern
Free;0;1;1;sainte-christie
SFR;1;1;1;beuzeville
Bouygue;1;1;1;beuzeville
Orange;1;1;1;connerré
Free;0;1;1;montrem
Orange;1;1;0;montrem
Bouygue;1;1;1;fleurance
SFR;1;1;1;fleurance
Orange;1;0;0;grand-lucé
Orange;1;1;1;castillonnès
Orange;1;1;1;boulogne-sur-gesse
Orange;0;1;1;marigny-marmande
Orange;1;1;0;foulayronnes
SFR;1;0;0;cinq-mars-la-pile
Bouygue;1;1;1;cinq-mars-la-pile
SFR;1;1;1;lectoure
Orange;0;1;0;lectoure
Bouygue;1;1;1;lectoure
SFR;1;1;0;foulayronnes
Free;0;1;1;lectoure
Bouygue;1;1;1;mensignac
SFR;1;1;1;mensignac
Bouygue;1;1;1;usson-du-poitou
SFR;1;1;1;usson-du-poitou
Orange;0;1;1;agen
Bouygue;1;1;1;chaum
SFR;1;1;1;chaum
Orange;1;1;0;bezins-garraux
Orange;1;1;0;fleuré
Bouygue;1;1;1;agen
SFR;1;1;1;agen
Bouygue;1;1;1;fleuré
Free;0;1;1;fleuré
SFR;1;1;1;fleuré
Free;0;1;1;agen
Bouygue;1;1;1;castillonnès
Orange;1;1;1;bonnétable
SFR;1;1;1;castillonnès
Bouygue;1;1;1;saint-léonard
SFR;1;1;1;saint-léonard
SFR;1;1;1;naintré
Bouygue;1;1;1;naintré
Bouygue;1;1;1;goderville
SFR;1;1;1;goderville
Free;0;1;1;léguillac-de-l'auche
Bouygue;1;1;0;léguillac-de-l'auche
SFR;1;1;0;flée
Free;0;1;0;flée
Orange;1;1;0;flée
Bouygue;1;1;0;flée
Bouygue;1;1;0;pervenchères
Free;0;1;0;pervenchères
SFR;1;1;0;pervenchères
Orange;1;1;0;pervenchères
Orange;1;1;0;aussos
SFR;1;1;0;aussos
Free;0;1;0;aussos
Orange;1;1;0;ambernac
Free;0;1;0;ambernac
SFR;1;1;0;ambernac
Orange;1;1;1;saint-léonard
Free;0;1;1;saint-léonard
Bouygue;1;1;1;saint-paterne-racan
SFR;1;1;1;saint-paterne-racan
Orange;1;1;0;épenède
Free;0;1;0;épenède
SFR;1;1;0;épenède
Bouygue;1;1;1;montrem
SFR;1;1;1;montrem
SFR;1;0;0;villandry
Free;0;1;0;sauveterre-de-comminges
Orange;1;1;0;montestruc-sur-gers
Orange;0;1;0;sauveterre-de-comminges
SFR;1;1;0;sauveterre-de-comminges
Bouygue;1;1;1;lombron
Bouygue;1;1;1;grand-lucé
SFR;1;1;0;grand-lucé
Orange;1;1;1;boé
Orange;1;1;1;usson-du-poitou
Orange;1;1;0;goderville
Orange;1;1;1;mouleydier
SFR;1;1;1;mouleydier
Bouygue;1;1;1;mouleydier
Orange;1;1;0;brantôme en périgord
SFR;1;1;0;brantôme en périgord
Bouygue;1;1;1;moirax
SFR;1;1;1;soulitré
Free;0;1;0;brantôme en périgord
SFR;1;1;1;moirax
Free;0;1;0;moirax
Orange;1;1;1;orbec
SFR;1;1;1;orbec
Bouygue;1;1;1;orbec
Bouygue;1;1;1;soulitré
Orange;1;1;0;moirax
Orange;0;1;0;teyjat
Bouygue;1;1;0;teyjat
SFR;1;1;0;teyjat
Free;0;1;0;teyjat
Free;0;1;1;mouleydier
Orange;1;1;1;châtellerault
Orange;1;0;0;pernay
Orange;1;0;0;saint-crépin-de-richemont
Bouygue;1;1;1;goulafrière
SFR;1;1;1;goulafrière
Orange;1;1;1;trois-pierres
Orange;1;0;0;goulafrière
Free;0;1;1;grand-lucé
Orange;1;1;1;villandry
Orange;1;1;1;beaugas
Orange;1;1;1;fécamp
SFR;1;0;0;beaugas
Free;0;1;1;fécamp
Bouygue;1;1;0;villaines-les-rochers
Free;0;1;0;villaines-les-rochers
Orange;1;1;0;villaines-les-rochers
SFR;1;1;0;villaines-les-rochers
SFR;1;1;1;fécamp
Bouygue;1;1;1;fécamp
SFR;1;1;0;sonzay
SFR;1;1;0;folletière-abenon
Orange;1;1;0;sonzay
Bouygue;1;1;0;folletière-abenon
Free;0;1;0;folletière-abenon
Orange;1;1;0;folletière-abenon
Free;0;1;1;bretteville-du-grand-caux
Free;0;1;1;vespière-friardel
Bouygue;1;1;1;lavoux
SFR;1;1;1;lavoux
Bouygue;1;1;0;volnay
Orange;1;1;0;volnay
Orange;1;1;1;monmarvès
SFR;1;1;0;volnay
Free;0;1;0;volnay
SFR;1;1;0;bourdeilles
Bouygue;1;1;1;bourdeilles
Orange;0;1;0;champeaux-et-la-chapelle-pommier
Bouygue;1;1;0;champeaux-et-la-chapelle-pommier
SFR;1;1;0;champeaux-et-la-chapelle-pommier
Free;0;1;0;champeaux-et-la-chapelle-pommier
Bouygue;1;1;1;foulayronnes
Free;0;1;1;foulayronnes
Bouygue;1;1;0;lougratte
Bouygue;1;1;1;breil-sur-mérize
Orange;1;1;0;saint-maclou
Free;0;1;1;breil-sur-mérize
Free;0;1;1;fleurance
Orange;0;1;0;malvezie
Free;0;1;0;malvezie
Bouygue;1;1;1;chapelle-bayvel
SFR;1;1;1;chapelle-bayvel
SFR;1;1;0;malvezie
Orange;1;1;1;fleurance
Bouygue;1;1;1;saint-martin-des-combes
SFR;1;1;1;saint-martin-des-combes
SFR;1;1;1;écuras
Bouygue;1;1;1;écuras
Bouygue;1;1;1;roumazières-loubert
SFR;1;1;1;roumazières-loubert
Free;0;1;1;roumazières-loubert
Bouygue;1;1;1;châtellerault
Free;0;1;1;châtellerault
Free;0;1;0;écuras
SFR;1;1;1;châtellerault
Orange;1;1;1;vellèches
SFR;0;1;0;boé
Orange;1;1;1;pressac
Orange;1;1;0;betcave-aguin
Free;0;1;0;betcave-aguin
SFR;1;1;0;betcave-aguin
Bouygue;1;1;1;antran
Orange;1;1;1;antran
SFR;1;1;1;antran
Free;0;1;0;antran
SFR;1;1;1;chapelle-gonaguet
Bouygue;1;1;1;chapelle-gonaguet
SFR;1;1;1;sainte-gauburge-sainte-colombe
Orange;1;1;1;sainte-gauburge-sainte-colombe
SFR;0;1;1;astaffort
Bouygue;1;1;1;astaffort
Bouygue;1;1;1;sainte-gauburge-sainte-colombe
Free;0;1;1;sainte-gauburge-sainte-colombe
Bouygue;1;1;1;fort-moville
SFR;1;1;1;fort-moville
Orange;1;1;0;douville
Free;0;1;1;fort-moville
Free;0;1;0;astaffort
Bouygue;1;1;1;saint-evroult-notre-dame-du-bois
SFR;1;1;1;saint-evroult-notre-dame-du-bois
Bouygue;1;1;1;beaugas
Bouygue;1;1;0;druye
SFR;0;0;1;druye
Orange;1;1;0;saint-christophe-sur-le-nais
Orange;0;1;1;bon-encontre
Orange;0;1;0;bussière-badil
Bouygue;1;1;0;bussière-badil
SFR;1;1;0;bussière-badil
Free;0;1;0;bussière-badil
Bouygue;1;1;1;connerré
SFR;1;1;1;connerré
Free;0;1;1;connerré
SFR;1;1;1;razac-sur-l'isle
Orange;1;1;1;razac-sur-l'isle
Bouygue;1;1;1;razac-sur-l'isle
Free;0;1;0;bourrou
Free;0;1;1;saint-gaudens
Bouygue;1;1;1;bon-encontre
SFR;1;1;1;bon-encontre
Free;0;1;1;bon-encontre
Orange;1;1;0;haulies
SFR;1;1;0;haulies
Free;0;1;0;haulies
Bouygue;1;1;0;neuil
Free;0;1;0;neuil
Orange;1;1;0;neuil
SFR;1;1;0;neuil
Orange;1;1;0;dienné
Bouygue;1;1;1;montreuil-l'argillé
SFR;1;1;1;montreuil-l'argillé
Bouygue;1;1;1;foulbec
Orange;1;1;0;foulbec
SFR;1;1;1;foulbec
Bouygue;1;0;0;villebourg
Free;0;1;1;villebourg
Orange;1;1;0;chapelle-gauthier
Orange;1;1;0;annesse-et-beaulieu
Free;0;1;1;jardres
SFR;1;1;1;jardres
Bouygue;1;1;1;jardres
Orange;1;1;1;casseneuil
Bouygue;1;1;1;saint-denis-des-coudrais
SFR;1;1;1;saint-denis-des-coudrais
Bouygue;1;1;1;pernay
SFR;1;1;1;pernay
SFR;1;1;1;saint-cosme-en-vairais
Bouygue;1;1;1;saint-cosme-en-vairais
Orange;1;1;0;saint-cosme-en-vairais
Bouygue;1;0;0;marçon
Free;0;1;0;saint-aubin-de-courteraie
Orange;1;1;0;saint-aubin-de-courteraie
Bouygue;1;1;1;tercé
SFR;1;1;1;tercé
Bouygue;1;1;0;pont-du-casse
Bouygue;1;1;0;saint-aubin-de-courteraie
SFR;1;1;0;saint-aubin-de-courteraie
Orange;1;1;1;pont-du-casse
Free;0;1;0;pont-du-casse
Orange;1;1;1;lunax
Bouygue;1;1;1;verdon
SFR;1;1;1;verdon
Orange;1;1;0;saint-samson-de-la-roque
Bouygue;1;1;1;remuée
SFR;1;1;1;remuée
Bouygue;1;1;1;moulins-la-marche
SFR;1;1;1;moulins-la-marche
Orange;0;1;0;mouzon
Bouygue;1;1;0;mouzon
SFR;1;1;0;mouzon
Free;0;1;0;mouzon
Orange;0;1;0;pujols
Orange;1;1;0;valentine
Bouygue;1;1;1;antogny-le-tillac
SFR;1;1;1;antogny-le-tillac
Free;0;1;1;antogny-le-tillac
Orange;1;1;0;saint-vincent-du-lorouër
Orange;1;1;1;antogny-le-tillac
Orange;1;1;1;pussigny
Orange;0;1;0;saint-paul-de-serre
Bouygue;1;1;0;saint-paul-de-serre
Free;0;1;0;saint-paul-de-serre
SFR;1;1;0;saint-paul-de-serre
Bouygue;1;1;1;argut-dessous
SFR;1;1;1;argut-dessous
Bouygue;1;1;1;saint-gaudens
Bouygue;1;1;1;pressac
SFR;1;1;1;pressac
SFR;1;1;1;saint-gaudens
Orange;1;1;0;roumazières-loubert
Orange;1;1;1;fals
SFR;1;1;0;fals
SFR;1;1;0;savonnières
Orange;1;1;0;savonnières
SFR;1;1;1;villebourg
Bouygue;1;1;1;layrac
SFR;1;1;1;layrac
Orange;1;1;1;épaignes
Orange;1;1;0;druye
Bouygue;1;1;1;épaignes
Free;0;1;1;épaignes
SFR;1;1;1;épaignes
Orange;1;0;0;hiesse
Orange;1;1;1;saint-gaudens
Bouygue;1;1;1;brantôme en périgord
Bouygue;1;1;1;sainte-mère
SFR;1;1;1;sainte-mère
Bouygue;1;1;1;marsan
SFR;1;1;1;marsan
SFR;1;1;1;gimbrède
SFR;1;1;1;bonneuil-matours
Bouygue;1;1;1;gimbrède
Bouygue;1;1;1;bonneuil-matours
Orange;1;1;0;bonneuil-matours
Free;0;1;1;bonneuil-matours
Bouygue;1;1;1;contremoulins
SFR;1;1;1;contremoulins
Free;0;1;1;contremoulins
Bouygue;1;1;0;lhommaizé
Orange;1;1;1;marsan
Free;0;1;1;lhommaizé
Orange;1;1;0;bouloire
Bouygue;1;0;0;croix-blanche
Orange;1;1;1;drucourt
Bouygue;1;1;1;toutainville
SFR;1;1;1;toutainville
Orange;1;1;1;verrières
Bouygue;0;1;0;luynes
Orange;1;1;0;luynes
SFR;1;1;1;luynes
Free;0;1;1;luynes
Orange;1;1;0;saint-jean-de-la-neuville
Bouygue;1;0;0;saint-jean-de-la-neuville
SFR;1;1;0;saint-jean-de-la-neuville
Bouygue;1;1;1;semblançay
SFR;0;0;1;semblançay
Bouygue;1;1;1;savonnières
Free;0;1;1;savonnières
Bouygue;1;1;0;tuffé val de la chéronne
Free;0;1;0;tuffé val de la chéronne
Orange;1;1;0;tuffé val de la chéronne
Bouygue;1;1;1;coursac
SFR;1;1;0;tuffé val de la chéronne
SFR;1;1;1;castelculier
Orange;1;1;1;castelculier
Free;0;1;1;castelculier
Orange;1;1;0;brugnens
Free;0;1;0;bias
SFR;1;1;1;coursac
Free;0;1;1;coursac
Bouygue;1;1;1;tancarville
SFR;1;1;1;tancarville
Orange;1;0;0;montreuil-l'argillé
Orange;1;1;0;manot
Free;0;1;0;manot
SFR;1;1;0;manot
Bouygue;1;1;1;bajamont
SFR;1;1;1;bajamont
Bouygue;1;0;0;thorigné-sur-dué
Bouygue;1;1;1;neuillé-pont-pierre
SFR;1;1;1;neuillé-pont-pierre
Orange;1;1;1;neuillé-pont-pierre
Orange;0;1;1;maillé
Orange;0;1;0;arbon
SFR;1;1;0;arbon
Orange;1;1;0;saint-mards-de-fresne
Free;0;1;0;arbon
Free;0;1;1;chancelade
Bouygue;1;1;1;chancelade
Orange;1;1;1;chancelade
SFR;1;1;1;bonnes
Bouygue;1;1;1;bonnes
SFR;1;1;1;chancelade
Free;0;1;0;bonnes
Orange;1;1;0;toutainville
Orange;0;1;0;saint-félix-de-villadeix
Bouygue;1;1;0;saint-félix-de-villadeix
Free;0;1;0;saint-félix-de-villadeix
SFR;1;1;0;saint-félix-de-villadeix
Orange;0;1;0;fouleix
Bouygue;1;1;0;fouleix
SFR;1;1;0;fouleix
Free;0;1;0;fouleix
Orange;1;1;1;simorre
Bouygue;1;1;1;simorre
SFR;1;1;1;simorre
Orange;1;1;0;saché
Bouygue;1;1;1;saché
SFR;1;1;0;saché
Free;0;1;1;saché
Bouygue;1;1;0;saint-martin-le-pin
Orange;0;1;0;saint-martin-le-pin
SFR;1;1;0;saint-martin-le-pin
SFR;1;1;1;drucourt
Orange;1;0;0;cantillac
Free;0;1;0;saint-martin-le-pin
Bouygue;1;1;1;drucourt
Bouygue;1;1;0;busserolles
Orange;0;1;0;busserolles
SFR;1;1;0;busserolles
Free;0;1;0;busserolles
Bouygue;1;1;1;ingrandes
SFR;1;1;1;ingrandes
SFR;1;1;1;saint-épain
SFR;1;1;0;melles
Orange;1;1;0;lhomme
Bouygue;1;1;1;péruse
Bouygue;1;1;1;fals
Free;0;1;1;fals
Orange;1;1;0;melles
SFR;1;1;1;péruse
SFR;1;1;1;lhommaizé
Orange;1;1;0;préaux
