Operateur;2G;3G;4G;city
SFR;1;1;1;vic-sur-cère
Free;0;1;0;roche-d'agoux
Free;0;1;1;courtry
SFR;1;1;0;roche-d'agoux
Orange;1;1;0;roche-d'agoux
Bouygue;1;1;1;ury
Orange;1;1;1;ury
SFR;1;1;1;ury
Free;0;1;1;vic-sur-cère
SFR;1;1;1;émerainville
Free;0;1;0;auriac-lagast
SFR;1;1;1;siran
SFR;1;1;1;villeparisis
Orange;1;1;0;labastide-rouairoux
Bouygue;1;1;1;labastide-rouairoux
SFR;1;1;1;labastide-rouairoux
SFR;1;1;1;brie-comte-robert
Free;0;1;1;ruitz
Free;0;1;1;lésigny
SFR;1;1;0;chevillon-sur-huillard
Bouygue;1;1;1;vert-saint-denis
Free;0;1;1;vert-saint-denis
Free;0;1;1;désertines
Bouygue;1;1;0;eecke
Bouygue;0;1;0;annezin
SFR;1;1;0;neuvy-deux-clochers
SFR;1;1;1;ruitz
SFR;1;1;1;noisiel
Orange;0;1;1;ruitz
Orange;1;1;1;redorte
Orange;1;1;0;ferrals-les-montagnes
Orange;1;1;0;noisiel
Bouygue;1;1;1;noisiel
Free;0;1;1;noisiel
Orange;1;1;1;bazicourt
Bouygue;1;1;1;bazicourt
Bouygue;1;1;1;mailly-maillet
SFR;1;1;1;mailly-maillet
Free;0;1;1;moussy-le-vieux
SFR;1;1;0;gien
Bouygue;1;1;0;gien
SFR;1;1;0;moussy-le-vieux
Orange;1;0;1;vic-sur-cère
Free;0;1;1;gien
Bouygue;1;1;1;corbère
SFR;1;1;1;corbère
Bouygue;1;1;1;gonnehem
SFR;1;1;1;gonnehem
Orange;1;1;1;gonnehem
Bouygue;1;1;1;blincourt
Bouygue;1;1;1;émerainville
SFR;1;1;1;vendin-lès-béthune
SFR;1;1;0;moussy-le-neuf
Free;0;1;1;vendin-lès-béthune
Orange;0;1;1;barlin
Bouygue;1;1;1;redorte
Bouygue;1;1;0;fouquereuil
Bouygue;1;1;1;padern
SFR;1;1;1;padern
SFR;1;1;1;redorte
SFR;1;1;1;fouquereuil
Orange;1;1;0;évry-grégy-sur-yerre
Bouygue;1;1;1;loubière
SFR;1;1;0;évry-grégy-sur-yerre
Free;0;1;1;padern
Bouygue;1;1;0;lestrade-et-thouels
SFR;1;1;0;lestrade-et-thouels
Orange;0;1;0;lestrade-et-thouels
Free;0;1;0;lestrade-et-thouels
Bouygue;1;1;1;siran
SFR;1;1;1;mée-sur-seine
Orange;1;0;0;padern
Free;0;1;0;lacroix-barrez
Orange;1;1;0;lacroix-barrez
SFR;1;1;0;lacroix-barrez
SFR;1;1;1;pontaumur
Bouygue;1;1;1;dammarie-les-lys
Orange;1;1;1;annezin
Bouygue;1;1;1;pontaumur
SFR;1;1;1;dammarie-les-lys
Bouygue;1;1;0;azille
SFR;0;0;1;azille
Free;0;1;0;azille
Orange;1;1;1;mée-sur-seine
Free;0;1;1;mée-sur-seine
Free;0;1;1;saint-maurice-sur-fessard
Orange;1;1;0;saint-sulpice
Bouygue;1;1;0;saint-maurice-sur-fessard
Bouygue;1;1;1;lognes
Bouygue;1;1;1;vaires-sur-marne
Bouygue;1;1;1;quesnel
Free;0;1;0;quesnel
SFR;1;1;1;quesnel
Bouygue;1;1;1;wanquetin
SFR;1;1;1;wanquetin
SFR;1;1;0;vaires-sur-marne
Orange;1;1;1;quesnel
SFR;1;1;1;brou-sur-chantereine
Bouygue;1;1;1;brou-sur-chantereine
Bouygue;1;1;0;palairac
SFR;1;1;0;palairac
Orange;0;1;0;palairac
Free;0;1;0;palairac
Orange;1;1;1;saint-martin-sur-ocre
SFR;1;1;0;mandailles-saint-julien
Free;0;1;0;mandailles-saint-julien
Orange;1;1;0;mandailles-saint-julien
Bouygue;1;1;0;calmeilles
SFR;1;1;0;calmeilles
Free;0;1;0;calmeilles
Orange;0;1;0;calmeilles
Free;0;1;0;bagnols
SFR;1;1;0;bagnols
Orange;1;1;0;bagnols
Orange;1;1;1;amélie-les-bains-palalda
Bouygue;1;1;0;évry-grégy-sur-yerre
Free;0;1;1;amélie-les-bains-palalda
SFR;1;1;1;réau
SFR;1;1;1;compans
Orange;1;1;0;charenton-du-cher
SFR;1;1;1;charenton-du-cher
Bouygue;1;1;1;charenton-du-cher
Orange;0;1;1;vendin-lès-béthune
SFR;0;0;1;lognes
SFR;1;0;0;moyvillers
Free;0;1;1;avord
Free;0;1;1;melun
SFR;1;1;1;villiers-sous-grez
Bouygue;1;1;1;villiers-sous-grez
Orange;1;1;1;villiers-sous-grez
Free;0;1;1;lognes
Orange;1;1;1;mur-de-barrez
SFR;1;1;1;amélie-les-bains-palalda
SFR;1;1;1;haut-bocage
Orange;1;0;1;haut-bocage
Bouygue;1;1;1;roissy-en-brie
Bouygue;1;1;1;amélie-les-bains-palalda
Bouygue;1;1;1;haut-bocage
Bouygue;1;1;1;mée-sur-seine
Orange;1;1;0;recloses
Orange;1;1;1;lognes
SFR;1;1;1;vert-saint-denis
SFR;1;1;1;avord
Orange;1;1;1;avord
Orange;0;0;1;vaires-sur-marne
Bouygue;1;1;1;avord
Bouygue;1;1;1;barlin
Orange;0;1;1;hinges
SFR;1;1;1;barlin
Free;0;1;1;dammarie-les-lys
Bouygue;1;1;1;florentin-la-capelle
SFR;1;1;1;florentin-la-capelle
Free;0;1;1;florentin-la-capelle
Orange;1;1;0;collandres
SFR;1;1;0;collandres
Bouygue;1;1;0;othis
Free;0;1;1;vaires-sur-marne
SFR;1;1;1;sébrazac
Orange;1;1;1;saint-amans-des-cots
Bouygue;1;1;1;montenescourt
SFR;1;1;1;montenescourt
Bouygue;1;1;1;sébrazac
Free;0;1;1;croissy-beaubourg
SFR;1;1;1;croissy-beaubourg
Bouygue;1;1;1;frévin-capelle
SFR;1;1;1;frévin-capelle
Bouygue;1;1;1;croissy-beaubourg
Orange;0;1;1;croissy-beaubourg
Orange;1;0;1;combrailles
Free;0;1;1;combrailles
SFR;1;1;0;villevaudé
Orange;1;1;1;villevaudé
Free;0;1;1;néris-les-bains
Bouygue;1;1;1;néris-les-bains
Orange;1;1;0;bozouls
Free;0;1;0;bozouls
SFR;1;1;0;bozouls
SFR;1;1;1;néris-les-bains
Free;0;1;1;béthune
SFR;1;1;0;ver-sur-launette
Bouygue;1;1;1;béthune
SFR;1;1;1;roissy-en-brie
Orange;1;1;1;béthune
Orange;0;1;0;ver-sur-launette
Free;0;1;1;estrées-saint-denis
Bouygue;1;1;0;estrées-saint-denis
Orange;1;1;1;estrées-saint-denis
SFR;1;1;1;caëstre
Bouygue;1;1;1;torcy
Orange;0;1;1;roissy-en-brie
Free;0;1;1;roissy-en-brie
Bouygue;1;1;1;bougligny
SFR;1;1;1;bougligny
Free;0;1;0;bougligny
SFR;1;1;1;torcy
Bouygue;1;1;1;caëstre
Free;0;1;1;agen-d'aveyron
Orange;1;1;1;agen-d'aveyron
Bouygue;1;1;1;agen-d'aveyron
SFR;0;0;1;agen-d'aveyron
Orange;1;0;0;pontpoint
SFR;1;0;0;pontpoint
SFR;1;1;1;béthune
Bouygue;1;1;1;melun
Orange;1;1;1;claye-souilly
Orange;1;1;0;hébuterne
Orange;1;1;1;montereau-sur-le-jard
Orange;1;1;1;chenou
Orange;1;1;1;néris-les-bains
Orange;1;1;1;torcy
Orange;1;1;1;haute-avesnes
Orange;1;1;1;melun
Bouygue;1;1;0;vitray
Orange;1;1;0;vitray
SFR;1;1;0;vitray
Free;0;1;0;vitray
Orange;1;1;1;merris
Orange;1;1;1;riom-ès-montagnes
SFR;1;1;1;riom-ès-montagnes
Bouygue;1;1;0;merris
Bouygue;1;1;1;riom-ès-montagnes
Free;0;1;1;riom-ès-montagnes
Orange;1;1;1;verquin
Orange;1;0;0;sébrazac
Bouygue;1;1;0;warsy
SFR;1;1;0;warsy
Free;0;1;0;warsy
Orange;1;1;0;warsy
Bouygue;1;1;1;verquin
SFR;1;1;1;melun
SFR;1;1;0;albert
Orange;1;1;0;servins
Bouygue;1;1;0;vailly-sur-sauldre
Orange;1;1;0;vailly-sur-sauldre
SFR;0;1;0;vailly-sur-sauldre
Free;0;1;0;vailly-sur-sauldre
Orange;1;1;1;albert
Free;0;1;1;torcy
SFR;0;1;1;chevry-cossigny
Orange;1;1;1;chevry-cossigny
Bouygue;1;1;1;chevry-cossigny
Bouygue;1;1;1;camblain-l'abbé
SFR;1;1;1;camblain-l'abbé
Orange;1;0;0;saint-laurent-de-la-cabrerisse
Orange;0;1;0;alrance
Bouygue;1;1;0;alrance
Free;0;1;0;alrance
SFR;1;1;0;alrance
Free;0;1;1;saint-sauves-d'auvergne
Bouygue;1;1;1;saint-sauves-d'auvergne
SFR;1;1;1;saint-sauves-d'auvergne
Orange;1;1;1;compans
Bouygue;1;1;1;pépieux
SFR;1;1;1;pépieux
Orange;0;1;0;millas
Free;0;1;0;apchon
Bouygue;1;1;1;méteren
Orange;1;1;1;godewaersvelde
SFR;1;1;1;méteren
Bouygue;1;1;1;tuchan
SFR;1;1;1;tuchan
Free;0;1;1;tuchan
Orange;1;0;0;saint-julien-puy-lavèze
SFR;1;1;1;lacaune
Orange;1;1;0;humbligny
Free;0;1;0;humbligny
Orange;1;1;0;borest
Orange;1;1;0;trémouille
SFR;1;1;0;trémouille
Free;0;1;0;trémouille
Free;0;1;1;rochette
Bouygue;1;1;0;combret
Free;0;1;0;combret
SFR;1;1;0;combret
Orange;0;1;0;combret
Bouygue;1;1;1;lacaune
Bouygue;1;1;0;albert
Free;0;1;1;ozoir-la-ferrière
Orange;1;1;0;lantan
SFR;1;0;0;barbery
Orange;1;1;1;barbery
SFR;1;1;1;rochette
Orange;1;1;1;limoges-fourches
Free;0;1;1;montereau-sur-le-jard
Bouygue;1;1;1;bouvigny-boyeffles
Orange;1;1;1;ozoir-la-ferrière
Bouygue;1;1;0;arvieu
Orange;0;1;0;arvieu
SFR;1;1;0;arvieu
Free;0;1;0;arvieu
SFR;1;1;1;pomponne
Bouygue;1;1;1;pomponne
SFR;1;1;1;bouvigny-boyeffles
Orange;0;0;0;collégien
Free;0;1;1;bouvigny-boyeffles
SFR;1;1;1;ozoir-la-ferrière
Bouygue;1;1;1;millas
Free;0;1;1;millas
SFR;1;1;1;millas
Bouygue;1;1;0;pontpoint
Free;0;1;1;estagel
Orange;1;1;1;hersin-coupigny
Free;0;1;1;albert
Bouygue;1;1;1;villefranche-de-panat
Free;0;1;0;villefranche-de-panat
SFR;1;1;1;villefranche-de-panat
SFR;1;1;1;hersin-coupigny
Orange;1;1;1;grisy-suisnes
Bouygue;1;1;1;claye-souilly
Bouygue;1;1;0;hersin-coupigny
SFR;1;0;0;limoges-fourches
SFR;1;1;1;grandfresnoy
Bouygue;1;1;1;montner
SFR;1;1;1;montner
SFR;0;1;0;claye-souilly
Orange;1;1;0;beaumetz-lès-loges
Orange;1;1;0;lacaune
SFR;1;0;0;beaumetz-lès-loges
Bouygue;1;1;1;beaumetz-lès-loges
Bouygue;1;1;0;dammartin-en-goële
Free;0;1;1;dammartin-en-goële
SFR;1;1;0;dammartin-en-goële
Bouygue;1;1;1;thaumiers
SFR;1;1;1;thaumiers
Orange;1;1;0;thaumiers
Bouygue;1;1;1;corquilleroy
Bouygue;1;1;0;vimory
Bouygue;1;1;1;fabrezan
Bouygue;1;1;1;harbonnières
Free;0;1;1;harbonnières
SFR;1;1;1;harbonnières
SFR;1;1;0;vimory
SFR;1;1;1;fabrezan
Orange;1;1;1;salvetat-sur-agout
Bouygue;1;1;1;estagel
Free;0;1;0;escales
SFR;1;1;1;estagel
Bouygue;1;1;1;collégien
Free;0;1;1;collégien
Orange;1;1;1;estagel
Orange;1;1;1;longperrier
SFR;1;1;0;longperrier
Bouygue;1;1;1;grisy-suisnes
SFR;1;1;1;grisy-suisnes
Bouygue;1;1;1;saint-thibault-des-vignes
Free;0;1;1;saint-thibault-des-vignes
Bouygue;1;1;0;monchy-au-bois
Free;0;1;1;monchy-au-bois
Bouygue;1;1;1;ozoir-la-ferrière
Free;0;1;1;rubelles
Orange;1;1;1;rubelles
SFR;1;1;1;collégien
SFR;1;1;1;nœux-les-mines
Free;0;1;1;verquigneul
Bouygue;1;1;1;nœux-les-mines
Free;0;1;1;nœux-les-mines
SFR;1;1;1;voisenon
Bouygue;1;1;1;vaux-le-pénil
Bouygue;1;1;1;voisenon
Orange;1;1;1;vaux-le-pénil
Orange;0;1;0;nœux-les-mines
Free;0;1;1;claye-souilly
Free;0;1;1;vaux-le-pénil
Orange;1;1;1;saint-thibault-des-vignes
Bouygue;1;1;0;essars
Orange;1;1;0;courniou
Bouygue;1;1;1;courniou
Orange;1;1;1;reynès
SFR;1;1;1;courniou
SFR;1;1;0;essars
SFR;1;1;1;saint-thibault-des-vignes
Bouygue;1;1;1;caix
SFR;1;1;1;caix
SFR;1;1;0;ermenonville
Bouygue;1;1;0;ermenonville
Orange;1;1;0;ermenonville
Free;0;1;0;haut-bocage
Orange;1;1;0;aveluy
SFR;1;0;0;gressy
Orange;1;1;1;saint-pierre-lès-nemours
Free;0;1;0;biollet
Free;0;1;0;thieux
Orange;1;1;0;thieux
SFR;1;1;0;biollet
Orange;1;1;0;biollet
Free;0;1;1;fabrezan
Bouygue;1;1;0;thieux
Bouygue;1;1;0;broquiès
SFR;1;1;0;broquiès
Free;0;1;0;broquiès
Orange;0;1;0;broquiès
SFR;1;1;1;montrozier
Bouygue;1;1;1;montrozier
Bouygue;1;1;1;grez-sur-loing
Orange;1;1;1;harbonnières
Bouygue;1;1;0;rubelles
Bouygue;1;0;0;villevaudé
Bouygue;1;1;0;varennes-changy
Orange;1;1;0;varennes-changy
Orange;1;1;1;pomponne
SFR;1;1;1;grez-sur-loing
Orange;0;1;0;bouvigny-boyeffles
Bouygue;1;1;0;prondines
Free;0;1;0;prondines
Orange;1;1;0;prondines
SFR;1;1;0;prondines
Free;0;1;1;montrozier
Orange;1;1;0;grez-sur-loing
Bouygue;1;1;0;quintillan
SFR;1;1;0;quintillan
Free;0;1;0;quintillan
Orange;0;1;0;quintillan
SFR;1;1;0;saint-pierre-lès-nemours
Bouygue;1;1;1;saint-julien-puy-lavèze
Bouygue;1;1;1;saint-bonnet-tronçais
SFR;1;1;1;saint-bonnet-tronçais
Bouygue;1;1;1;beuvry
Orange;1;1;1;beuvry
Bouygue;1;1;0;pierrefitte-ès-bois
Free;0;1;0;pierrefitte-ès-bois
Orange;0;1;0;pierrefitte-ès-bois
SFR;1;1;1;vaux-le-pénil
SFR;1;1;0;pierrefitte-ès-bois
Bouygue;1;1;1;saint-pierre-lès-nemours
SFR;1;1;1;beuvry
Orange;0;1;1;méaulte
Free;0;1;0;beuvry
Orange;1;1;1;bois-le-roi
SFR;1;1;1;saint-julien-puy-lavèze
Orange;1;1;1;berthen
Bouygue;1;1;1;berthen
SFR;1;1;1;berthen
Free;0;1;1;berthen
Bouygue;1;1;0;saint-izaire
Orange;0;1;0;saint-izaire
SFR;1;1;0;saint-izaire
Free;0;1;0;saint-izaire
SFR;1;1;1;sains-en-gohelle
Free;0;1;1;château-landon
Orange;1;1;1;château-landon
Free;0;1;1;sains-en-gohelle
Bouygue;1;1;1;labourse
Bouygue;1;1;1;soignolles-en-brie
Free;0;1;1;soignolles-en-brie
SFR;1;1;1;soignolles-en-brie
Bouygue;1;1;1;château-landon
Orange;1;1;0;soignolles-en-brie
SFR;1;1;1;château-landon
Orange;1;1;1;othis
Free;0;1;1;othis
Free;0;1;1;lagny-sur-marne
Free;0;1;0;pionsat
Orange;1;1;0;vimory
Bouygue;1;1;0;cisternes-la-forêt
Free;0;1;0;cisternes-la-forêt
Orange;1;1;0;cisternes-la-forêt
SFR;1;1;0;cisternes-la-forêt
SFR;1;1;0;pionsat
Orange;1;1;0;espinasse
SFR;1;1;0;espinasse
Orange;1;1;0;pionsat
Free;0;1;1;espinasse
Bouygue;1;1;0;messy
SFR;1;1;0;pannes
Free;0;1;1;fontainebleau
Bouygue;1;1;1;saint-jacques-des-blats
SFR;1;1;1;saint-jacques-des-blats
Orange;1;0;1;saint-jacques-des-blats
Orange;1;1;0;messy
SFR;1;1;0;messy
Bouygue;1;1;0;gournay-sur-aronde
Bouygue;1;1;0;jars
SFR;1;1;0;jars
Orange;0;1;0;jars
Free;0;1;0;jars
Bouygue;1;1;1;conilhac-corbières
SFR;1;1;1;conilhac-corbières
Free;0;1;1;messy
Free;0;1;1;pontpoint
SFR;1;1;0;tour-d'auvergne
Orange;1;1;1;dammartin-en-goële
Orange;1;1;0;tour-d'auvergne
Free;0;1;0;tour-d'auvergne
SFR;1;1;0;bois-le-roi
Free;0;1;1;nemours
Orange;1;1;1;ferrals-les-corbières
Bouygue;1;1;1;nemours
SFR;1;1;1;nemours
Bouygue;1;1;1;pannes
Orange;1;1;0;durdat-larequille
Free;0;1;1;pannes
Orange;1;1;0;pannes
Free;0;1;1;ver-sur-launette
Bouygue;1;1;0;ver-sur-launette
Orange;1;1;1;maincy
Orange;1;0;0;lataule
Bouygue;1;1;1;maincy
SFR;1;1;1;maincy
Free;0;1;1;maincy
Orange;1;1;0;sains-en-gohelle
Bouygue;1;1;1;sains-en-gohelle
Bouygue;1;1;1;llauro
SFR;1;1;0;annet-sur-marne
Orange;1;1;1;annet-sur-marne
SFR;0;1;0;bussy-saint-georges
SFR;1;1;1;llauro
SFR;1;1;1;labourse
Free;0;1;1;labourse
Bouygue;1;1;0;montauriol
SFR;1;1;0;montauriol
Free;0;1;0;montauriol
Orange;0;1;0;montauriol
SFR;1;1;0;carency
Bouygue;1;0;1;villeneuve-sur-verberie
SFR;1;0;0;villeneuve-sur-verberie
Orange;1;1;1;villeneuve-sur-verberie
Free;0;1;1;saint-mard
Free;0;1;0;carency
Orange;1;1;0;couture
Orange;1;1;1;bagneaux-sur-loing
Free;0;1;1;grisy-suisnes
Bouygue;1;1;1;saint-mard
Free;0;1;1;bagneaux-sur-loing
SFR;1;1;1;lagny-sur-marne
SFR;1;1;0;villemandeur
Orange;1;1;0;bourron-marlotte
SFR;1;0;0;remy
SFR;1;1;0;jonquières
Bouygue;1;0;0;remy
Free;0;1;1;remy
Orange;1;1;1;remy
Orange;0;1;0;jonquières
Free;0;1;0;jonquières
Orange;1;1;1;bussy-saint-georges
Orange;1;1;1;girolles
SFR;1;1;0;girolles
Bouygue;1;1;0;boismorand
Bouygue;1;1;1;lestrem
Orange;1;1;1;lestrem
SFR;1;1;0;miremont
Orange;1;1;0;mont-saint-éloi
Bouygue;1;1;0;mont-saint-éloi
Bouygue;1;1;0;murasson
SFR;1;1;0;murasson
Orange;0;1;0;murasson
Free;0;1;0;murasson
Orange;1;1;1;homps
Orange;1;1;0;claux
SFR;1;1;0;claux
Orange;1;1;0;miremont
Free;0;1;0;miremont
Bouygue;1;1;1;homps
SFR;1;1;1;homps
Free;0;1;1;homps
Free;0;1;0;claux
Orange;1;1;0;gron
SFR;1;0;0;canly
Orange;1;1;1;nemours
Orange;1;1;1;canly
Bouygue;1;0;1;canly
Orange;1;1;1;longueil-sainte-marie
Free;0;1;1;céret
Free;0;1;1;bussy-saint-georges
Bouygue;1;1;1;bussy-saint-georges
Bouygue;1;1;1;bagneaux-sur-loing
SFR;1;1;1;bagneaux-sur-loing
Free;0;1;1;ferrières-en-brie
Orange;1;1;1;céret
Bouygue;1;1;1;gron
SFR;1;1;1;gron
Free;0;1;0;gron
Orange;1;0;0;soulié
SFR;1;1;1;pontcarré
Bouygue;1;1;1;pontcarré
Orange;1;1;0;pontcarré
Orange;1;1;1;juilly
SFR;1;1;0;hérisson
Free;0;1;0;hérisson
Bouygue;1;1;1;lagny-sur-marne
Bouygue;1;1;0;hérisson
Orange;1;1;0;hérisson
SFR;1;1;0;saint-symphorien-de-thénières
Orange;1;1;0;saint-symphorien-de-thénières
Free;0;1;0;saint-symphorien-de-thénières
Free;0;1;1;rouvres
Bouygue;1;1;1;carnetin
Orange;1;1;1;rosières-en-santerre
Free;0;1;1;rosières-en-santerre
Orange;1;1;1;villemandeur
Orange;0;1;0;parvillers-le-quesnoy
Bouygue;1;0;0;longueil-sainte-marie
Free;0;1;1;longueil-sainte-marie
Orange;1;1;0;marchastel
SFR;1;1;0;marchastel
Free;0;1;0;marchastel
Bouygue;1;1;1;céret
SFR;1;1;1;céret
Free;0;1;1;chartrettes
SFR;1;1;1;chartrettes
Bouygue;1;1;1;chartrettes
Orange;1;1;1;lagny-sur-marne
SFR;1;1;1;bourron-marlotte
Bouygue;1;1;1;bourron-marlotte
Orange;1;1;0;chartrettes
Free;0;1;1;villemandeur
Free;0;1;1;thorigny-sur-marne
Orange;1;1;1;thorigny-sur-marne
Orange;1;1;1;madeleine-sur-loing
Orange;1;1;1;lézignan-corbières
SFR;1;1;0;montmartin
Bouygue;1;1;1;thorigny-sur-marne
Orange;1;1;1;montmartin
SFR;1;1;1;thorigny-sur-marne
Bouygue;1;0;0;montmartin
Bouygue;1;1;0;villemandeur
SFR;1;1;0;espalion
Orange;1;1;1;espalion
Orange;0;1;0;mazingarbe
Orange;0;1;0;rivière
Bouygue;1;0;0;marœuil
SFR;1;1;0;coustouge
Orange;0;1;0;coustouge
Free;0;1;0;coustouge
Orange;1;1;1;souppes-sur-loing
Bouygue;1;1;1;ferrières-en-brie
Orange;1;1;1;ferrières-en-brie
SFR;1;1;1;rivière
Free;0;1;1;rivière
Orange;1;1;1;châlette-sur-loing
Bouygue;1;1;0;rivière
Bouygue;1;1;1;châlette-sur-loing
Free;0;1;1;châlette-sur-loing
Orange;1;1;1;thuir
SFR;1;1;1;ferrières-en-brie
SFR;1;1;1;souppes-sur-loing
Free;0;1;1;souppes-sur-loing
Bouygue;1;1;1;souppes-sur-loing
Free;0;1;1;bully-les-mines
SFR;1;1;1;bully-les-mines
Bouygue;1;1;1;crisenoy
SFR;1;1;1;crisenoy
Orange;1;1;1;montrozier
Orange;0;1;1;marœuil
Bouygue;1;1;1;bully-les-mines
Orange;1;1;0;commentry
Orange;1;1;0;montcourt-fromonville
SFR;1;1;0;lestrem
Bouygue;1;1;0;nargis
Bouygue;1;1;1;framerville-rainecourt
SFR;1;1;1;boeschepe
Free;0;1;1;proyart
Orange;1;0;0;nargis
Bouygue;1;1;1;boeschepe
SFR;1;1;1;gorgue
Bouygue;1;1;0;rieussec
Free;0;1;0;rieussec
Orange;1;1;0;rieussec
SFR;1;1;0;rieussec
SFR;1;1;1;framerville-rainecourt
Bouygue;1;1;0;annet-sur-marne
Orange;1;1;1;boeschepe
Bouygue;1;1;0;pont-de-salars
Free;0;1;1;annet-sur-marne
Orange;1;1;1;pont-de-salars
Free;0;1;1;saint-amandin
SFR;0;1;0;minerve
Orange;1;1;0;minerve
Free;0;1;0;minerve
Free;0;1;0;pont-de-salars
Orange;1;1;0;saint-amandin
SFR;1;1;0;saint-amandin
Bouygue;1;1;0;minerve
Bouygue;1;1;0;bailleul
SFR;1;1;1;boismorand
Orange;1;1;0;boismorand
Orange;1;1;0;saint-genès-champespe
SFR;1;1;0;saint-genès-champespe
SFR;0;1;0;châlette-sur-loing
Orange;1;1;1;gorgue
Free;0;1;0;saint-genès-champespe
Bouygue;1;1;0;verberie
Orange;1;1;1;verberie
SFR;1;1;0;verberie
SFR;1;1;0;ressons-sur-matz
Orange;1;1;1;ressons-sur-matz
Bouygue;1;1;1;bourboule
Free;0;1;1;avon
Free;0;1;1;bourboule
SFR;1;1;1;avon
Bouygue;1;1;1;avon
Bouygue;1;0;0;ressons-sur-matz
Bouygue;1;1;1;ablain-saint-nazaire
Orange;1;1;1;ablain-saint-nazaire
SFR;1;1;1;bourboule
SFR;1;1;1;pont-de-salars
Orange;1;1;0;fraisse-sur-agout
Orange;1;1;1;montargis
Free;0;1;1;montargis
Bouygue;1;1;1;montargis
Orange;1;1;1;champdeuil
Orange;1;1;1;bourboule
Bouygue;1;1;1;thuir
Orange;1;1;1;antheuil-portes
Bouygue;1;0;0;champdeuil
SFR;1;1;0;champdeuil
Orange;1;1;1;bucquoy
SFR;1;1;1;thuir
Bouygue;1;1;0;bucquoy
SFR;1;1;0;bucquoy
Free;0;1;1;bucquoy
Bouygue;1;1;1;coubert
SFR;1;1;0;grandcourt
Free;0;1;0;grandcourt
SFR;1;1;1;coubert
Orange;1;1;0;grandcourt
Orange;1;1;1;coubert
Orange;1;1;0;pézilla-la-rivière
Orange;1;1;1;aix-noulette
Orange;1;0;1;laveissière
SFR;1;1;0;lézignan-corbières
SFR;1;1;0;laveissière
Bouygue;1;1;0;grandcourt
SFR;1;0;0;gretz-armainvilliers
Orange;1;1;0;fricourt
Orange;1;1;1;gretz-armainvilliers
Orange;1;1;1;bully-les-mines
Free;0;1;1;espalion
Bouygue;1;1;0;espalion
Orange;1;1;0;argences en aubrac
Orange;1;1;1;canet-de-salars
SFR;1;1;1;argences en aubrac
SFR;1;1;1;montargis
Orange;1;1;1;rully
Bouygue;1;1;0;rully
Bouygue;1;1;1;calce
SFR;1;1;1;calce
Free;0;1;1;calce
Orange;1;1;1;fresnes-sur-marne
Bouygue;1;1;0;vinantes
SFR;1;1;1;bray-sur-somme
Orange;1;0;0;bray-sur-somme
Bouygue;1;1;1;bray-sur-somme
Free;0;1;1;saint-pons-de-thomières
SFR;1;1;1;saint-pons-de-thomières
Bouygue;1;1;1;saint-pons-de-thomières
Bouygue;1;1;1;mazingarbe
SFR;1;1;1;mazingarbe
Free;0;1;1;briare
SFR;1;1;0;nargis
Bouygue;1;1;1;gelles
SFR;1;1;1;gelles
Bouygue;1;1;0;briare
SFR;0;0;1;briare
SFR;1;1;1;annequin
Free;0;1;1;annequin
Orange;0;1;1;annequin
Bouygue;1;1;1;annequin
Free;0;1;1;commentry
Bouygue;1;1;1;gretz-armainvilliers
Free;0;1;0;gretz-armainvilliers
SFR;1;1;1;commentry
Bouygue;1;1;1;commentry
Bouygue;1;1;0;lézignan-corbières
Bouygue;1;1;0;solterre
Orange;1;1;0;solterre
Orange;1;1;1;dainville
Orange;1;1;1;solers
Bouygue;1;1;0;bussière
Free;0;1;0;estaires
Orange;1;1;1;estaires
Bouygue;1;1;1;montigny-sur-loing
Free;0;1;1;montigny-sur-loing
SFR;1;1;1;montigny-sur-loing
Orange;1;1;1;montigny-sur-loing
Orange;1;1;1;thézan-des-corbières
Free;0;1;0;saint-féliu-d'avall
Orange;1;1;0;fouju
Orange;1;1;1;neuville-sur-ressons
Bouygue;1;1;0;dampmart
SFR;1;1;1;poligny
Orange;1;1;1;poligny
Orange;1;1;1;châtillon-sur-loire
Bouygue;1;1;1;poligny
Orange;1;1;1;noyelles-lès-vermelles
SFR;1;1;1;châtillon-sur-loire
Bouygue;1;1;1;châtillon-sur-loire
Orange;1;1;0;contalmaison
Orange;1;1;1;raray
Orange;0;0;0;arras
Orange;1;1;1;crisenoy
Orange;1;1;0;thérondels
SFR;1;1;0;thérondels
Free;0;1;0;thérondels
Bouygue;1;1;0;contalmaison
Orange;1;1;0;tautavel
Free;0;1;1;tautavel
Orange;1;1;1;conchy-les-pots
Orange;1;1;1;montagny-sainte-félicité
SFR;1;1;0;montagny-sainte-félicité
SFR;1;1;0;conchy-les-pots
Orange;0;1;1;grenay
Bouygue;1;0;0;conchy-les-pots
Bouygue;1;1;1;nogent-sur-vernisson
SFR;1;1;1;nogent-sur-vernisson
Orange;1;1;1;nogent-sur-vernisson
SFR;1;1;0;baron
Bouygue;1;1;1;arras
SFR;0;1;0;arras
Free;0;1;1;lézignan-corbières
Free;0;1;1;arras
Bouygue;1;1;1;tautavel
SFR;1;1;1;tautavel
Orange;1;1;0;briare
Orange;1;1;1;saint-jans-cappel
SFR;1;1;1;contalmaison
Free;0;1;1;chanteloup-en-brie
SFR;1;1;1;chanteloup-en-brie
Bouygue;1;1;1;chanteloup-en-brie
Orange;1;1;1;yèbles
